Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2015,Cuba,CUB,"Dominican Rep.",DOM,G,FI,P,0,0,0,5,5
2015,"Iran (Islamic Rep. of)",IRN,"Dominican Rep.",DOM,G,FI,P,0,0,5,0,5
2015,Iraq,IRQ,"Dominican Rep.",DOM,G,FI,P,0,0,0,5,5
2015,"Syrian Arab Rep.",SYR,"Dominican Rep.",DOM,G,FI,P,0,0,0,5,5
2015,Afghanistan,AFG,Estonia,EST,G,FI,P,0,0,10,0,10
2015,Algeria,DZA,Estonia,EST,G,FI,P,0,0,5,0,5
2015,Egypt,EGY,Estonia,EST,G,FI,P,0,0,5,0,5
2015,Armenia,ARM,Estonia,EST,G,FI,P,0,0,5,0,5
2015,Cameroon,CMR,Estonia,EST,G,FI,P,0,0,5,0,5
2015,Georgia,GEO,Estonia,EST,G,FI,P,0,0,0,5,5
2015,"Sri Lanka",LKA,Estonia,EST,G,FI,P,0,5,0,0,5
2015,Mali,MLI,Estonia,EST,G,FI,P,0,0,5,0,5
2015,Nigeria,NGA,Estonia,EST,G,FI,P,0,0,5,0,5
2015,"Russian Federation",RUS,Estonia,EST,G,FI,P,0,0,5,5,10
2015,Sudan,SDN,Estonia,EST,G,FI,P,14,0,0,0,14
2015,"Syrian Arab Rep.",SYR,Estonia,EST,G,FI,P,0,0,14,0,14
2015,Ukraine,UKR,Estonia,EST,G,FI,P,5,54,18,23,100
2015,Afghanistan,AFG,Finland,FIN,G,FI,P,36,19,43,136,234
2015,Albania,ALB,Finland,FIN,G,FI,P,0,0,372,287,659
2015,Algeria,DZA,Finland,FIN,G,FI,P,0,0,19,50,69
2015,Angola,AGO,Finland,FIN,G,FI,P,0,0,0,10,10
2015,Egypt,EGY,Finland,FIN,G,FI,P,0,0,0,13,13
2015,Azerbaijan,AZE,Finland,FIN,G,FI,P,5,5,5,14,29
2015,Burundi,BDI,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Bangladesh,BGD,Finland,FIN,G,FI,P,0,0,13,0,13
2015,Belarus,BLR,Finland,FIN,G,FI,P,0,0,5,14,19
2015,"Bosnia and Herzegovina",BIH,Finland,FIN,G,FI,P,0,0,19,5,24
2015,Bulgaria,BGR,Finland,FIN,G,FI,P,0,0,5,0,5
2015,China,CHN,Finland,FIN,G,FI,P,11,0,0,0,11
2015,Cameroon,CMR,Finland,FIN,G,FI,P,10,0,10,5,25
2015,"Dem. Rep. of the Congo",COD,Finland,FIN,G,FI,P,11,0,5,5,21
2015,"Dominican Rep.",DOM,Finland,FIN,G,FI,P,5,0,0,5,10
2015,Eritrea,ERI,Finland,FIN,G,FI,P,0,0,0,12,12
2015,Estonia,EST,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Ethiopia,ETH,Finland,FIN,G,FI,P,5,0,5,11,21
2015,Gambia,GMB,Finland,FIN,G,FI,P,0,0,16,17,33
2015,Georgia,GEO,Finland,FIN,G,FI,P,0,0,17,5,22
2015,Ghana,GHA,Finland,FIN,G,FI,P,0,0,10,10,20
2015,Guinea-Bissau,GNB,Finland,FIN,G,FI,P,0,0,5,0,5
2015,Guinea,GIN,Finland,FIN,G,FI,P,0,0,12,0,12
2015,"Cote d'Ivoire",CIV,Finland,FIN,G,FI,P,5,0,0,0,5
2015,India,IND,Finland,FIN,G,FI,P,0,0,10,0,10
2015,"Iran (Islamic Rep. of)",IRN,Finland,FIN,G,FI,P,42,0,5,45,92
2015,Iraq,IRQ,Finland,FIN,G,FI,P,426,182,110,2890,3608
2015,Jordan,JOR,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Kazakhstan,KAZ,Finland,FIN,G,FI,P,5,0,0,0,5
2015,Kenya,KEN,Finland,FIN,G,FI,P,0,0,0,5,5
2015,"Rep. of Korea",KOR,Finland,FIN,G,FI,P,0,0,5,0,5
2015,Libya,LBY,Finland,FIN,G,FI,P,0,10,0,13,23
2015,Lebanon,LBN,Finland,FIN,G,FI,P,0,0,13,5,18
2015,"Sri Lanka",LKA,Finland,FIN,G,FI,P,0,0,5,0,5
2015,Mauritania,MRT,Finland,FIN,G,FI,P,0,0,0,5,5
2015,"North Macedonia",MKD,Finland,FIN,G,FI,P,0,0,19,0,19
2015,Mali,MLI,Finland,FIN,G,FI,P,0,0,0,13,13
2015,Morocco,MAR,Finland,FIN,G,FI,P,5,0,22,54,81
2015,Montenegro,MNE,Finland,FIN,G,FI,P,0,0,5,5,10
2015,Myanmar,MMR,Finland,FIN,G,FI,P,15,0,0,0,15
2015,Nepal,NPL,Finland,FIN,G,FI,P,0,0,53,0,53
2015,Nigeria,NGA,Finland,FIN,G,FI,P,0,0,55,60,115
2015,Pakistan,PAK,Finland,FIN,G,FI,P,5,0,14,5,24
2015,Romania,ROU,Finland,FIN,G,FI,P,0,0,5,0,5
2015,"Russian Federation",RUS,Finland,FIN,G,FI,P,56,20,63,33,172
2015,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Finland,FIN,G,FI,P,0,0,139,38,177
2015,Senegal,SEN,Finland,FIN,G,FI,P,0,0,0,10,10
2015,"Sierra Leone",SLE,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Somalia,SOM,Finland,FIN,G,FI,P,231,171,14,148,564
2015,Spain,ESP,Finland,FIN,G,FI,P,0,0,0,5,5
2015,"Viet Nam",VNM,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Sudan,SDN,Finland,FIN,G,FI,P,0,0,0,5,5
2015,"Syrian Arab Rep.",SYR,Finland,FIN,G,FI,P,107,22,0,55,184
2015,"United Rep. of Tanzania",TZA,Finland,FIN,G,FI,P,0,0,0,10,10
2015,Tajikistan,TJK,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Togo,TGO,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Tunisia,TUN,Finland,FIN,G,FI,P,0,0,5,20,25
2015,Türkiye,TUR,Finland,FIN,G,FI,P,0,0,30,18,48
2015,"United Arab Emirates",ARE,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Uganda,UGA,Finland,FIN,G,FI,P,5,0,0,0,5
2015,Ukraine,UKR,Finland,FIN,G,FI,P,0,0,58,15,73
2015,"United States of America",USA,Finland,FIN,G,FI,P,0,0,0,5,5
2015,Uzbekistan,UZB,Finland,FIN,G,FI,P,0,0,5,0,5
2015,Yemen,YEM,Finland,FIN,G,FI,P,0,5,0,0,5
2015,Stateless,XXA,Finland,FIN,G,FI,P,42,0,5,18,65
2015,"Unknown ",,Finland,FIN,G,FI,P,5,0,5,30,40
2015,Afghanistan,AFG,France,FRA,G,FI,P,207,346,136,0,689
2015,Albania,ALB,France,FRA,G,FI,P,45,207,2057,0,2309
2015,Algeria,DZA,France,FRA,G,FI,P,66,19,1523,0,1608
2015,Angola,AGO,France,FRA,G,FI,P,31,10,372,0,413
2015,Egypt,EGY,France,FRA,G,FI,P,75,0,222,0,297
2015,Armenia,ARM,France,FRA,G,FI,P,38,20,1087,0,1145
2015,Azerbaijan,AZE,France,FRA,G,FI,P,76,5,625,0,706
2015,Burundi,BDI,France,FRA,G,FI,P,11,0,10,0,21
2015,Benin,BEN,France,FRA,G,FI,P,5,0,15,0,20
2015,Bangladesh,BGD,France,FRA,G,FI,P,217,24,3045,0,3286
2015,Bhutan,BTN,France,FRA,G,FI,P,5,0,42,0,47
2015,"Burkina Faso",BFA,France,FRA,G,FI,P,0,10,26,0,36
2015,Belarus,BLR,France,FRA,G,FI,P,19,0,53,0,72
2015,"Bolivia (Plurinational State of)",BOL,France,FRA,G,FI,P,0,0,5,0,5
2015,Brazil,BRA,France,FRA,G,FI,P,0,0,10,0,10
2015,"Bosnia and Herzegovina",BIH,France,FRA,G,FI,P,13,5,246,0,264
2015,Cambodia,KHM,France,FRA,G,FI,P,5,0,40,0,45
2015,"Central African Rep.",CAF,France,FRA,G,FI,P,190,420,78,0,688
2015,Chad,TCD,France,FRA,G,FI,P,43,5,266,0,314
2015,China,CHN,France,FRA,G,FI,P,828,0,1833,0,2661
2015,Cameroon,CMR,France,FRA,G,FI,P,31,10,156,0,197
2015,Congo,COG,France,FRA,G,FI,P,44,5,758,0,807
2015,"Dem. Rep. of the Congo",COD,France,FRA,G,FI,P,465,68,4241,0,4774
2015,Comoros,COM,France,FRA,G,FI,P,29,5,278,0,312
2015,Colombia,COL,France,FRA,G,FI,P,10,5,40,0,55
2015,Cuba,CUB,France,FRA,G,FI,P,12,0,15,0,27
2015,"Cabo Verde",CPV,France,FRA,G,FI,P,0,0,5,0,5
2015,Djibouti,DJI,France,FRA,G,FI,P,17,0,15,0,32
2015,Dominica,DMA,France,FRA,G,FI,P,0,0,10,0,10
2015,"Dominican Rep.",DOM,France,FRA,G,FI,P,0,10,300,0,310
2015,Eritrea,ERI,France,FRA,G,FI,P,492,0,568,0,1060
2015,Ethiopia,ETH,France,FRA,G,FI,P,62,0,201,0,263
2015,Gabon,GAB,France,FRA,G,FI,P,0,0,13,0,13
2015,Gambia,GMB,France,FRA,G,FI,P,19,0,90,0,109
2015,Palestinian,PSE,France,FRA,G,FI,P,138,16,48,0,202
2015,Georgia,GEO,France,FRA,G,FI,P,84,36,1402,0,1522
2015,Ghana,GHA,France,FRA,G,FI,P,0,0,23,0,23
2015,Guinea-Bissau,GNB,France,FRA,G,FI,P,10,0,100,0,110
2015,Guinea,GIN,France,FRA,G,FI,P,675,96,2243,0,3014
2015,Guyana,GUY,France,FRA,G,FI,P,5,0,19,0,24
2015,Haiti,HTI,France,FRA,G,FI,P,33,24,2428,0,2485
2015,"Cote d'Ivoire",CIV,France,FRA,G,FI,P,150,38,846,0,1034
2015,India,IND,France,FRA,G,FI,P,5,5,60,0,70
2015,"Iran (Islamic Rep. of)",IRN,France,FRA,G,FI,P,107,0,77,0,184
2015,Iraq,IRQ,France,FRA,G,FI,P,1822,52,41,0,1915
2015,Israel,ISR,France,FRA,G,FI,P,0,0,5,0,5
2015,Jamaica,JAM,France,FRA,G,FI,P,5,0,10,0,15
2015,Jordan,JOR,France,FRA,G,FI,P,5,0,5,0,10
2015,Kazakhstan,KAZ,France,FRA,G,FI,P,12,5,105,0,122
2015,Kenya,KEN,France,FRA,G,FI,P,5,0,10,0,15
2015,Kyrgyzstan,KGZ,France,FRA,G,FI,P,5,0,47,0,52
2015,"Lao People's Dem. Rep.",LAO,France,FRA,G,FI,P,5,0,0,0,5
2015,Liberia,LBR,France,FRA,G,FI,P,0,0,5,0,5
2015,Libya,LBY,France,FRA,G,FI,P,58,5,133,0,196
2015,"Saint Lucia",LCA,France,FRA,G,FI,P,0,0,5,0,5
2015,Lebanon,LBN,France,FRA,G,FI,P,5,0,35,0,40
2015,"Sri Lanka",LKA,France,FRA,G,FI,P,543,45,2136,0,2724
2015,Madagascar,MDG,France,FRA,G,FI,P,5,5,96,0,106
2015,Mauritania,MRT,France,FRA,G,FI,P,77,0,787,0,864
2015,"North Macedonia",MKD,France,FRA,G,FI,P,5,0,188,0,193
2015,"Rep. of Moldova",MDA,France,FRA,G,FI,P,0,0,27,0,27
2015,Mexico,MEX,France,FRA,G,FI,P,0,0,11,0,11
2015,Mali,MLI,France,FRA,G,FI,P,184,12,974,0,1170
2015,Mongolia,MNG,France,FRA,G,FI,P,21,10,137,0,168
2015,Morocco,MAR,France,FRA,G,FI,P,20,0,146,0,166
2015,Montenegro,MNE,France,FRA,G,FI,P,0,0,98,0,98
2015,Mauritius,MUS,France,FRA,G,FI,P,0,0,5,0,5
2015,Myanmar,MMR,France,FRA,G,FI,P,5,0,63,0,68
2015,Nepal,NPL,France,FRA,G,FI,P,5,5,115,0,125
2015,Niger,NER,France,FRA,G,FI,P,0,0,16,0,16
2015,Nigeria,NGA,France,FRA,G,FI,P,75,27,1385,0,1487
2015,Pakistan,PAK,France,FRA,G,FI,P,108,23,2458,0,2589
2015,Peru,PER,France,FRA,G,FI,P,5,5,37,0,47
2015,"South Africa",ZAF,France,FRA,G,FI,P,0,0,13,0,13
2015,"Russian Federation",RUS,France,FRA,G,FI,P,437,66,3075,0,3578
2015,Rwanda,RWA,France,FRA,G,FI,P,40,0,55,0,95
2015,"El Salvador",SLV,France,FRA,G,FI,P,0,0,11,0,11
2015,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,France,FRA,G,FI,P,195,101,3126,0,3422
2015,Senegal,SEN,France,FRA,G,FI,P,90,5,242,0,337
2015,"Sierra Leone",SLE,France,FRA,G,FI,P,10,0,53,0,63
2015,Somalia,SOM,France,FRA,G,FI,P,39,45,700,0,784
2015,"Viet Nam",VNM,France,FRA,G,FI,P,11,0,23,0,34
2015,Sudan,SDN,France,FRA,G,FI,P,1163,36,2371,0,3570
2015,Suriname,SUR,France,FRA,G,FI,P,0,0,10,0,10
2015,"South Sudan",SSD,France,FRA,G,FI,P,5,0,0,0,5
2015,Slovakia,SVK,France,FRA,G,FI,P,5,0,0,0,5
2015,"Syrian Arab Rep.",SYR,France,FRA,G,FI,P,1587,735,74,0,2396
2015,Thailand,THA,France,FRA,G,FI,P,5,0,10,0,15
2015,Tajikistan,TJK,France,FRA,G,FI,P,0,0,11,0,11
2015,Turkmenistan,TKM,France,FRA,G,FI,P,0,0,5,0,5
2015,Togo,TGO,France,FRA,G,FI,P,18,0,147,0,165
2015,Tunisia,TUN,France,FRA,G,FI,P,25,5,186,0,216
2015,Türkiye,TUR,France,FRA,G,FI,P,119,10,1151,0,1280
2015,Uganda,UGA,France,FRA,G,FI,P,21,0,10,0,31
2015,Ukraine,UKR,France,FRA,G,FI,P,100,206,953,0,1259
2015,Uzbekistan,UZB,France,FRA,G,FI,P,0,0,15,0,15
2015,"Venezuela (Bolivarian Republic of)",VEN,France,FRA,G,FI,P,19,0,10,0,29
2015,"Western Sahara",ESH,France,FRA,G,FI,P,104,5,393,0,502
2015,Yemen,YEM,France,FRA,G,FI,P,18,15,5,0,38
2015,"Unknown ",,France,FRA,G,FI,P,6215,1165,10544,0,17924
2015,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,592,193,1040,485,2310
2015,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,356,1539,418,2323
2015,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,14,5,166,46,231
2015,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,5,31,5,51
2015,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,27,61,286,86,460
2015,Argentina,ARG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,42,5,52
2015,Australia,AUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2015,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,19,0,24
2015,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,19,0,5,0,24
2015,Barbados,BRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,0,12
2015,Belgium,BEL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2015,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,86,31,887,192,1196
2015,Bhutan,BTN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2015,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,14,0,0,0,14
2015,"Bolivia (Plurinational State of)",BOL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,17,5,22
2015,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,17,0,22
2015,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,16,10,26
2015,"Bosnia and Herzegovina",BIH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2015,Bulgaria,BGR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Canada,CAN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,10,0,15
2015,"Central African Rep.",CAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Chad,TCD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,18,5,33
2015,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,78,32,1089,116,1315
2015,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,49,5,112,5,171
2015,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,24,0,34
2015,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,80,23,204,31,338
2015,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,5,15
2015,Cyprus,CYP,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Dominica,DMA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,0,0,5
2015,"Equatorial Guinea",GNQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,1354,211,1600,177,3342
2015,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,350,14,271,39,674
2015,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,107,10,199,19,335
2015,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,82,17,108,37,244
2015,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,73,5,78
2015,Germany,DEU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2015,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,18,0,152,32,202
2015,Guinea-Bissau,GNB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,0,0,5
2015,Greece,GRC,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Grenada,GRD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Guatemala,GTM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,0,29,5,45
2015,Guyana,GUY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,5,0,10
2015,Honduras,HND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,0,12
2015,Hungary,HUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,43,5,58
2015,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,15,10,954,379,1358
2015,Indonesia,IDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,0,10
2015,Ireland,IRL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,1946,52,1272,368,3638
2015,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,215,92,896,337,1540
2015,Israel,ISR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,11,0,11
2015,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,18,5,146,12,181
2015,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,0,32,5,48
2015,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,0,12
2015,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,5,99,5,119
2015,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,11,0,11
2015,"Rep. of Korea",KOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,18,5,23
2015,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,42,10,52
2015,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,103,0,32,10,145
2015,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,0,12
2015,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,150,45,835,60,1090
2015,"Saint Lucia",LCA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,0,12
2015,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,20,0,84,5,109
2015,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,198,28,1908,117,2251
2015,Lithuania,LTU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,33,11,44
2015,Latvia,LVA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,20,11,31
2015,Maldives,MDV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,0,0,10
2015,Mexico,MEX,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,13,5,18
2015,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,13,5,18
2015,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,15,0,41,10,66
2015,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,38,138,10,196
2015,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,18,5,28
2015,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,12,5,56,22,95
2015,Mauritius,MUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,63,12,75
2015,Myanmar,MMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,56,0,136,13,205
2015,Namibia,NAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,32,0,37
2015,Nepal,NPL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,66,5,71
2015,Niger,NER,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,132,122,1486,112,1852
2015,Oman,OMN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,14,0,14
2015,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,718,45,3002,474,4239
2015,Philippines,PHL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,35,10,45
2015,Poland,POL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,75,34,109
2015,Portugal,PRT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,5,10
2015,Romania,ROU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,15,5,20
2015,"South Africa",ZAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,10,79,5,99
2015,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,50,5,87,21,163
2015,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,13,0,23
2015,"El Salvador",SLV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,22,0,27
2015,"Saudi Arabia",SAU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,5,11,10,37
2015,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,36,26,62
2015,Senegal,SEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,23,5,38
2015,Singapore,SGP,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,"Sierra Leone",SLE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,12,14,72,5,103
2015,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,214,25,298,65,602
2015,"Viet Nam",VNM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,42,60,234,203,539
2015,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,2393,5,348,134,2880
2015,"South Sudan",SSD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,5,0,0,16
2015,Slovakia,SVK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,12,17
2015,Eswatini,SWZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,24,0,5,0,29
2015,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,2011,42,213,250,2516
2015,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,10,35,0,50
2015,Thailand,THA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,14,5,19
2015,Tajikistan,TJK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2015,Turkmenistan,TKM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,5,10
2015,Togo,TGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,5,10
2015,"Trinidad and Tobago",TTO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,21,5,31
2015,Tunisia,TUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,14,10,29
2015,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,35,33,216,31,315
2015,"United Arab Emirates",ARE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,20,0,20
2015,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,145,5,134,12,296
2015,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,243,73,316
2015,"United States of America",USA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,13,0,36,21,70
2015,Uzbekistan,UZB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,12,5,22
2015,"Saint Vincent and the Grenadines",VCT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,13,0,13
2015,"Venezuela (Bolivarian Republic of)",VEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,19,0,24
2015,"Western Sahara",ESH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
